customer_id,age,gender,region,tenure_months,monthly_charges,total_charges,contract_type,internet_service,tech_support,online_security,paperless_billing,payment_method,num_support_calls,late_payments_last_year,avg_monthly_usage_gb,churn
CUST11143,76,Female,East,15,34.04,490.54,Month-to-month,No,No internet service,No internet service,No,Credit card,3,2,0.0,Yes
CUST11144,71,Female,South,47,88.76,4135.28,Month-to-month,Fiber optic,Yes,Yes,Yes,Credit card,2,1,393.5,Yes
CUST11145,38,Female,East,19,53.54,972.36,Month-to-month,DSL,No,Yes,Yes,Credit card,2,0,139.9,No
CUST11146,48,Male,North,10,,469.77,Month-to-month,DSL,No,Yes,No,Bank transfer,3,1,188.4,No
CUST11147,51,Male,West,19,99.45,1934.75,Month-to-month,Fiber optic,No,Yes,Yes,Bank transfer,3,2,249.6,Yes
CUST11148,66,Female,West,68,72.72,4813.22,One year,Fiber optic,No,No,Yes,Bank transfer,5,4,337.0,No
CUST11149,61,Male,North,68,84.77,5750.36,Month-to-month,Fiber optic,No,No,No,Electronic check,2,0,280.0,No
CUST11150,71,Female,North,37,57.32,2119.87,Month-to-month,DSL,Yes,No,Yes,Credit card,5,1,28.5,Yes
CUST11151,41,Female,North,29,25.68,682.77,Month-to-month,No,No internet service,No internet service,No,Credit card,2,2,0.0,No
CUST11152,49,Female,West,60,95.44,5730.31,Month-to-month,Fiber optic,Yes,Yes,Yes,Electronic check,3,0,385.9,No
CUST11153,45,Female,North,14,87.57,1238.63,Month-to-month,Fiber optic,No,Yes,No,Credit card,3,2,451.7,Yes
CUST11154,75,Male,East,48,100.93,4832.57,Month-to-month,Fiber optic,Yes,Yes,Yes,Credit card,3,0,330.3,Yes
CUST11155,37,Male,South,49,24.71,1184.14,One year,No,No internet service,No internet service,Yes,Mailed check,1,3,,No
CUST11156,54,Male,West,52,42.44,2223.86,Month-to-month,No,No internet service,No internet service,Yes,Credit card,1,3,0.0,Yes
CUST11157,25,Male,South,16,88.44,1243.86,Two year,Fiber optic,Yes,No,No,Electronic check,2,1,287.9,Yes
CUST11158,71,Male,South,52,70.97,3756.06,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,1,2,484.1,Yes
CUST11159,42,Female,West,45,99.38,4460.68,Month-to-month,Fiber optic,Yes,Yes,No,Mailed check,0,3,289.0,Yes
CUST11160,39,Male,North,64,91.92,5975.04,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer,1,1,323.0,Yes
CUST11161,54,Female,West,13,82.33,1093.41,Month-to-month,Fiber optic,No,No,Yes,Mailed check,0,2,286.5,Yes
CUST11162,49,Female,North,45,49.4,2331.4,Month-to-month,DSL,No,No,Yes,Credit card,3,2,125.4,Yes
CUST11163,71,Female,South,60,35.85,2043.56,Two year,DSL,No,Yes,Yes,Electronic check,2,1,236.4,Yes
CUST11164,51,Male,West,21,18.0,390.5,Month-to-month,No,No internet service,No internet service,No,Electronic check,4,2,0.0,Yes
CUST11165,50,Female,East,54,41.48,2110.55,One year,No,No internet service,No internet service,Yes,Bank transfer,2,1,0.0,No
CUST11166,24,Male,East,8,19.14,114.53,Month-to-month,No,No internet service,No internet service,No,Electronic check,3,0,0.0,No
CUST11167,19,Male,South,52,97.66,5107.64,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer,2,1,590.9,Yes
CUST11168,43,Male,South,44,76.97,3394.55,Month-to-month,Fiber optic,Yes,Yes,Yes,Mailed check,4,2,296.0,No
CUST11169,80,Male,South,14,18.0,219.6,Month-to-month,No,No internet service,No internet service,Yes,Credit card,3,2,0.0,No
CUST11170,75,Male,East,5,69.79,394.77,Month-to-month,DSL,Yes,Yes,No,Bank transfer,0,2,,Yes
CUST11171,57,Male,South,54,56.97,2832.4,Two year,DSL,Yes,No,No,Electronic check,5,0,212.4,No
CUST11172,57,Female,South,18,30.38,571.11,One year,No,No internet service,No internet service,Yes,Electronic check,1,1,0.0,Yes
CUST11173,42,Male,South,36,62.86,2028.27,Two year,DSL,Yes,Yes,No,Electronic check,3,2,216.0,Yes
CUST11174,29,Male,South,5,85.92,484.57,Month-to-month,Fiber optic,Yes,No,Yes,Credit card,2,2,281.3,Yes
CUST11175,18,Female,South,70,80.2,5416.99,One year,Fiber optic,No,Yes,Yes,Bank transfer,4,2,217.7,Yes
CUST11176,39,Female,North,40,76.06,2986.57,One year,Fiber optic,Yes,No,No,Mailed check,4,2,276.1,Yes
CUST11177,37,Female,West,68,72.03,4755.88,One year,DSL,Yes,No,Yes,Electronic check,4,2,210.0,Yes
CUST11178,30,Male,East,12,102.67,1128.8,Two year,Fiber optic,No,Yes,No,Credit card,1,1,307.3,Yes
CUST11179,34,Female,North,15,52.61,748.49,One year,DSL,Yes,Yes,No,Electronic check,2,0,153.9,Yes
CUST11180,19,Female,East,44,18.0,826.71,Two year,No,No internet service,No internet service,No,Bank transfer,2,0,0.0,No
CUST11181,56,Male,West,44,53.52,2244.7,One year,DSL,No,Yes,No,Bank transfer,2,1,218.1,No
CUST11182,76,Male,North,57,91.4,5250.96,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,2,0,354.8,Yes
CUST11183,61,Female,North,67,86.18,5522.12,One year,Fiber optic,Yes,No,No,Mailed check,1,1,287.6,No
CUST11184,46,Male,North,60,57.0,3317.6,Month-to-month,DSL,No,No,Yes,Electronic check,2,0,92.9,Yes
CUST11185,44,Male,North,11,56.51,504.38,Two year,DSL,No,Yes,Yes,Mailed check,1,0,14.9,No
CUST11186,37,Female,West,23,80.85,1733.11,Two year,Fiber optic,No,No,Yes,Credit card,1,3,174.0,No
CUST11187,26,Female,West,66,82.13,,Month-to-month,DSL,Yes,No,Yes,Bank transfer,3,2,153.7,Yes
CUST11188,55,Female,North,40,52.75,2132.51,Month-to-month,DSL,Yes,No,No,Credit card,0,0,75.0,No
CUST11189,53,Female,East,63,103.4,6577.23,Month-to-month,Fiber optic,No,Yes,No,Bank transfer,1,1,264.4,No
CUST11190,18,Female,North,41,39.47,1639.79,Month-to-month,No,No internet service,No internet service,Yes,Electronic check,3,0,0.0,Yes
CUST11191,44,Male,East,4,92.04,325.52,Month-to-month,Fiber optic,No,Yes,Yes,Bank transfer,3,2,323.4,Yes
CUST11192,35,Male,East,35,67.74,2308.75,One year,Fiber optic,No,Yes,No,Mailed check,3,0,400.0,No
CUST11193,28,Female,South,60,25.31,1467.18,One year,No,No internet service,No internet service,Yes,Electronic check,1,3,0.0,No
CUST11194,62,Male,North,48,81.85,3582.84,Two year,Fiber optic,No,Yes,No,Mailed check,1,1,81.9,No
CUST11195,51,Male,East,10,93.2,957.99,Month-to-month,Fiber optic,Yes,Yes,No,Bank transfer,1,3,243.8,Yes
CUST11196,57,Female,West,16,71.37,1146.29,Month-to-month,Fiber optic,,No,Yes,Bank transfer,1,2,326.5,Yes
CUST11197,62,Female,South,62,70.56,4341.44,Month-to-month,DSL,Yes,Yes,Yes,Electronic check,2,0,138.2,Yes
CUST11198,79,Male,North,71,72.85,4748.78,Two year,DSL,Yes,Yes,Yes,Credit card,3,2,97.5,No
CUST11199,68,Male,North,55,93.7,5231.25,Month-to-month,Fiber optic,No,No,Yes,Mailed check,2,1,426.4,Yes
CUST11200,57,Female,East,8,54.18,509.39,Month-to-month,DSL,Yes,No,Yes,Electronic check,1,0,97.2,No
CUST10460,24,Male,North,18,70.54,1282.76,One year,DSL,No,Yes,Yes,Mailed check,1,0,233.4,No
CUST10458,57,Female,West,21,64.33,1303.91,Two year,DSL,Yes,No,Yes,Electronic check,2,3,157.5,No
CUST11023,72,Male,South,63,,3028.05,Month-to-month,DSL,No,No,No,Electronic check,3,1,309.0,Yes
CUST10142,31,Male,West,33,54.25,1767.61,Month-to-month,DSL,Yes,No,Yes,Mailed check,4,4,102.1,Yes
CUST10669,75,Male,East,40,99.75,4002.5,Month-to-month,Fiber optic,No,Yes,Yes,Credit card,2,1,418.2,Yes
CUST11012,68,Female,South,47,57.4,2738.47,Month-to-month,DSL,No,Yes,No,Bank transfer,3,0,165.2,No
CUST10152,35,Male,West,4,44.48,107.38,One year,DSL,No,No,Yes,Electronic check,2,0,125.7,Yes
CUST10831,33,Female,North,35,66.28,2385.27,Month-to-month,DSL,No,Yes,No,Credit card,2,2,184.7,Yes
CUST10751,78,Female,West,44,39.43,1783.32,Month-to-month,DSL,Yes,Yes,No,Electronic check,1,0,143.1,No
CUST10047,46,Female,East,61,27.18,1543.92,Month-to-month,No,No internet service,No internet service,No,Electronic check,3,1,0.0,No
CUST11133,68,Male,West,25,53.76,1368.9,Month-to-month,DSL,Yes,No,No,Electronic check,0,1,204.1,Yes
CUST10129,54,Female,South,14,26.73,380.15,One year,No,No internet service,No internet service,No,Bank transfer,4,1,0.0,No
CUST10035,73,Female,North,71,57.82,3744.9,Two year,DSL,No,No,No,Credit card,2,0,274.1,No
CUST10281,35,Male,South,23,88.44,1862.35,One year,Fiber optic,No,No,No,Electronic check,2,0,381.5,No
CUST10595,38,Male,West,40,52.86,2204.63,Month-to-month,DSL,No,Yes,Yes,Credit card,1,1,133.0,Yes
CUST10722,76,Female,South,48,61.37,2896.21,Month-to-month,DSL,Yes,Yes,Yes,Electronic check,1,1,93.5,Yes
CUST11129,53,Male,East,9,86.36,716.92,One year,Fiber optic,Yes,Yes,Yes,,0,2,387.3,No
CUST10400,37,Female,South,69,78.02,5132.74,One year,Fiber optic,No,Yes,Yes,Bank transfer,1,1,387.6,No
CUST10695,23,Male,South,56,84.87,4533.03,One year,Fiber optic,No,No,No,Bank transfer,2,3,304.3,No
CUST10110,62,Female,West,45,89.86,3730.49,Two year,Fiber optic,No,Yes,Yes,Electronic check,0,4,308.0,No
